id,category,work,education,skills_projects
27512470,AVIATION,"Position: Assistant to CFO
Company: Company Name
Summary: Managed operations in accordance with budget requirements. Maintained compliance with company and legal requirements. Oversaw operations for Charter and Dispatch Department.
Highlights: Managed office inventory and placed new supply orders, Managed operations in accordance with budget requirements, Improved communication efficiency as primary liaison between departments, clients and vendors

Position: Charter Sales Rep and Flight Dispatcher
Company: Company Name
Summary: Fielded an average of 50 customer service calls per day. Confirmed that appropriate changes were made to resolve customers' problems.
Highlights: Managed wide variety of customer service and administrative tasks to resolve customer issues quickly and efficiently, Updated database with customer and sales information, Evaluated competitors and performed market research

Position: Charter Sales and Flight Dispatcher
Company: Company Name
Summary: Maintained detailed administrative and procedural processes to improve accuracy and efficiency.
Highlights: Coordinated meetings with other department managers and served as main liaison between sales and flight staff, Managed incoming and outgoing calls, Successfully established effective systems for record retention by creating database for daily correspondence tracking

","Institution: Lake Weir High School
Area of Study: General
Degree: High School Diploma
Start Date: 1995
End Date: 

","Skill: Administrative skills
Keywords: Computer Proficiency, Service-minded, Motivational leadership style, Professional demeanor, Self-directed, Time management ability, Ability to prioritize, Customer service, System improvements, Strong initiative, Resourcefulness, Forward-thinking mindset, Account Management, Calendaring, Client Relations, Coordination, Creative Problem Solving, Critical Thinking, Customer Needs Assessment, Customer Service, Data Collection, Data Entry, Documentation, Email, Executive Management Support, Filing, Grammar, Internet Research, Letters and Memos, Microsoft Excel, Microsoft Office Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Multi-Task Management, Organizational Skills, Prioritization, Proofreading, Reading Comprehension, Report Transcription, Research, Scheduling, Spreadsheets, Telephone Skills, Time Management, Travel Arrangements, Travel Booking, Travel Planning, Vendor Management

"
28020046,AVIATION,"Position: Production Excellence Specialist
Company: Not Provided
Summary: Knowledge and use of Operational Equipment Efficiency (OEE) in PCB manufacturing environment. Expertise and proficiency in LEAN Manufacturing and Six Sigma Methodologies to identify direct and analyze machine group cells for Printed Circuit Board (PCB) and electromechanical components. Development and optimization of OEE reports, Standard Operating Procedures (SOP), process Protocols, guidelines. Understanding and comprehension of the following tools: Root Cause Analysis, Value Stream Map, Process Map, Pareto Chart, Kaizen, 7 Wastes, and Statistical Process Control.

Position: Procurement and Operations Manager
Company: Not Provided
Summary: Developed, updated and maintained SOPs, Client Guidelines, HR and Technical Manuals and Protocols for Insight Company Managed professionally 14 employees for Insight Quality Services Asian operations and accountable for implementation of strategic objectives, developing operations strategy, planning production services and client communication Best practices and knowledge of LEAN Manufacturing systematic methods and tools to reduce waste and increase quality efficiency in Chinese manufacturing factories Successfully assisted clients on Quality Control improvements and manufacturing challenges Conducted quality control inspections all over China and supervised 14 inspectors conducing inspections for Jewelry and Electronic products. Assessed and trained personnel for promotion to cross-functional operations.

","Institution: University of Maryland University College
Area of Study: Information Systems Management
Degree: Bachelor of Science
Start Date: 2002-01-01
End Date: Not Provided

","Skill: Production Excellence Specialist
Level: Not Provided
Keywords: Quality Control, Quality Assurance, Six Sigma, Lean Management

"
28186635,AVIATION,"Position: Postal Support Employee
Company: Company Name
Summary: Provide analysis & reporting on key safety and quality assurance based measures as well as performance metrics. Responsible for tracking inventory and procurement reports for management while using the data to create customer and vendor specific action plans. Point of contact to make sure the company abides by all regulatory state and federal compliance.

Position: Weatherization Technician Trainee
Company: Company Name
Summary: Assisted in use and care of weatherization equipment, creating value, maximizing growth and improving business performance, which required extensive use of business knowledge to provide objective advice and expertise. Gathered and consolidated technical reports for management.

Position: Aviation Mechanic
Company: Company Name
Summary: Operated and maintained sophisticated equipment designed for tactical operations. Reviewed and updated testing procedures to ensure safe and successful convoy operations. Supported aviation program operations through performing routine maintenance of multi-million dollar valued equipment.

Position: Aviation Repair Supervisor
Company: Company Name
Summary: Oversaw aviation repair program. Identified environmental training needs and developed training budget requirements. Led mishap investigations and performed daily safety inspections. Provided safety indoctrination and education for civilian and military personnel.

","Institution: Tinker Air Force Base
Area of Study: System Organizational Maintenance Technician
Degree: 
Start Date: 2004-01-01
End Date: 2004-01-01

Institution: Naval Training Command, IL
Area of Study: Aviation Apprenticeship Training
Degree: 
Start Date: 1999-01-01
End Date: 1999-01-01

Institution: Edmondson High School
Area of Study: High School
Degree: Diploma
Start Date: 
End Date: 1998-01-01

","Skill: Program Management

Skill: Logistics

Skill: Aviation Repair

Skill: Operational Management

"
28383893,AVIATION,"Position: Senior Warrant Officer Advisor
Company: Company Name
Summary: Responsible for course management documents, Programs of Instruction, Course Administrative Data, Individual Training Plans
Highlights: Managed the complete redesign of the Aviation Warrant Officer Advanced Course, Developed a Blackboard interactive Aircrew Training Program, Developed aviation track-specific training for instructor pilots, Revamped the training strategy for the organization's overwater and crewmember qualification programs, Managed a special operations flight detachment in multiple regional commands throughout Afghanistan

","Institution: Liberty University
Area of Study: Aeronautics
Degree: Bachelor of Science
Start Date: 
End Date: 07-2015

",
29161565,AVIATION,"Position: Radiological Control Technician
Company: Company Name
Summary: Provide radiological controls oversight of the deconstruction and remediation activities. Perform daily monitoring of radiological work, radiological surveying, environment sampling and evaluation, and aiding in the preparation of documents that support the transfer of materials and equipment for disposal or release. Provide radiological oversight and leadership for all crew personnel to ensure the highest radiological standards are kept. DOE L Clearance.

Position: Radiological Control Technician
Company: Company Name
Summary: Provided work coverage and oversight for maintenance, operational and routine work that involved radioactive material. Provided monitoring for radiation, contamination and airborne radioactivity in the work place. Ensured ALARA principles are followed during work and respond to radiological emergencies as required, survey waste material, excess materials, vehicles, areas and other materials. Maintained proficiency and qualifications through completion of work, self-study and training activities. Obtained a confidential clearance.

Position: Aviation Ordnancemen
Company: Company Name
Summary: Professionally and thoroughly trained in the areas of explosive, ordnance handling, and blasters maintained troubleshooting and repair on all weapons elevators onboard. Specialized in servicing, inspecting and handling of all types of weapons and ammunition carried on Navy aircraft. Obtained a secret clearance.

","Institution: Thomas Edison State University
Area of Study: Nuclear Engineering Technology
Degree: Bachelor
Start Date: 2016
End Date: 2017
Courses: Engineering, Nuclear Energy Engineering Technology

","Skill: Radiological Control Technician Skills
Level: Master
Keywords: Quick learner, Self- disciplined, Adept multi-tasker, Team Player, Microsoft Word, Excel, PowerPoint

"
29167286,AVIATION,"Position: Instructor/Writer
Company: Company Name
Summary: Conducted student training Maintaining all airframe systems associated with the UH-60 A/L helicopter. Prepared and reviewed related lesson plans, course materials, references, training aids, briefings, slides, and presentations.

Position: Maintenance Supervisor
Company: Company Name
Summary: Managed and coordinated maintenance/production activities of 30 subordinates. Supervised and provided technical guidance to maintenance personnel performing UH-60 A/L aircraft and subsystem maintenance.

Position: Technical Inspector
Company: Company Name
Summary: Inspected, monitored, observed and evaluated maintenance operations to ensure compliance with the latest version of maintenance manuals and ensured all documentation is thoroughly researched and accomplished.

Position: Quality Assurance Evaluator
Company: Company Name
Summary: Served as a Quality Assurance Evaluator for the Aviation Center Logistics Command supporting the Aviation Training Brigade commander's mission by acting as a liaison between the brigade and the maintenance contractor.

","Institution: North Central Institute
Area of Study: General-Airframe
Degree: Technical or Occupational Certificate
Start Date: 
End Date: 2009-03-13
Courses: Instructor Certification for UH-60 A/L Helicopters, Cadre Training Course(CTC), UH-60 M Helicopter Course, UH-60 A/L Helicopter Repairers Course, Fundamentals of Systems Acquisition Management ACQ101 Section 308, Risk Management CLM017 21 March 2008, Production, Quality & Manufacturing Fundamentals PQM101 Section 302

","Skill: Instructor/Writer Skills
Keywords: streamline, Army, Hardware, CTC, documentation, Functional, Hydraulics, instruction, Instructor, Logistics, materials, monitors, organizational, personnel, policies, presentations, processes, Quality, quality assurance, Risk Management, Safety, Supervisor, technical manuals, Troubleshooting

"
29221006,AVIATION,,"Institution: University Of Memphis
Area of Study: 
Degree: Some College
Start Date: 
End Date: 

Institution: Southwest Tennessee Community College
Area of Study: 
Degree: Some College
Start Date: 
End Date: 

","Skill: Financial Management

Skill: Office Operations Management

Skill: Record Keeping

Skill: Typing
Level: 55 Wpm

Skill: Language
Level: Novice Novice Spanish

Skill: MS Office
Level: Novice

Skill: Logistics

Skill: Human Resources

"
29534737,AVIATION,"Position: Production Supervisor / Value Stream Leader
Company: Unknown
Summary: Responsible for daily production needs within the basic compressor build lines. Reviewed production orders, schedules...
Highlights: Improve efficiency and productivity by eliminating waste and production constraints.

Position: Engineering Lab Manager
Company: Unknown
Summary: Responsible for building and assembling test compressors and auxiliary test equipment...
Highlights: Coordinated and developed new product design in collaboration with engineering staff.

Position: Process Technician
Company: Unknown
Summary: Develop and document standard operational methods to improve repeatability and quality in manufacturing...
Highlights: Work closely with warranty team and manufacturing groups to implement corrective measures.

Position: Machinist/Assembler
Company: Unknown
Summary: Job duties include building of several types of air compressors from single-stage to two-stage compressors. Troubleshooting and correcting any problems that may arise during assembly...
Highlights: Worked with close tolerances on all machined parts from rough castings to finished products ready for assembly.

Position: Aviation Ordnanceman
Company: Unknown
Summary: Preformed maintenance on the S-3B Viking aircraft...
Highlights: Obtained several types of licenses that pertained to my field, such as ordnance driver which allowed transportation of bombs and missiles from holding areas final destination for loading.

","Institution: John Wood Community College
Area of Study: 
Degree: Graduate
Start Date: 
End Date: 1998

Institution: Quincy Senior High School
Area of Study: 
Degree: 
Start Date: 
End Date: May, 1987

","Skill: Production Supervision
Keywords: blue print reading, blueprints, calibration, CNC, grinders, lathes, machinery, machining, weapons, natural, oil, quality, reading, recording, schematics, supervision, test equipment, transportation, Troubleshooting

"
29595906,AVIATION,"Position: Company Name
Company: Aircraft mechanics, aircraft clean up, and restoration
Summary: Aided in Aircraft mechanics, aircraft clean up, and restoration.

Position: Company Name
Company: Laborer
Summary: Categorized livestock to be sold at auction. Worked with live animals in livestock pens and with auctioneers. In charge of loading and unloading livestock.

Position: Company Name
Company: Laborer
Summary: Part time summer worker in charge of general labor and maintenance of parts and inventory.

","Institution: New River Community College
Area of Study: HVAC
Degree: 
Start Date: 2015
End Date: 

Institution: Rural Retreat High School
Area of Study: Advance Diploma
Degree: 
Start Date: 2015
End Date: 

","Skill: Dependable

Skill: Fast Learner

Skill: Trustworthy

Skill: Hard working

"
30148777,AVIATION,"Position: Paralegal
Company: Company Name
Summary: General Litigation, Commercial Litigation, Bankruptcy, Estate Planning, Worker's Compensation Researching legal issues on West Law...
Highlights: Working knowledge of all aspects of the discovery process, Hands-on experience with PracticeMaster and Tabs3 legal, Demonstrated ability to conduct legal research using Westlaw, Proficient in managing clerical duties pertinent to a law office, Highly skilled at organizing and presenting information objectively

Position: Receptionist
Company: Company Name
Summary: Provided quality customer service to guests upon entering lobby...

Position: Administrative Assistant
Company: 
Summary: Provided quality customer service to people with diverse backgrounds...

Position: Customer Service Representative
Company: Company Name
Summary: Provided high quality customer service to Pilots and Business Aviation Companies...

","Institution: Manor College
Area of Study: Paralegal Studies
Degree: A.S. and Paralegal Certificate
Start Date: 
End Date: 2012-01-01

Institution: Nazareth Academy High School
Area of Study: 
Degree: High School Diploma
Start Date: 
End Date: 2004-01-01

","Skill: Paralegal Skills
Keywords: accounts payable, accounts receivable, Administrative, advertising, attorney, balance, credit, clients, Customer Service, Drafting, filing, Law, Legal, letters, Litigation, managerial, Managing, meetings, Access, Excel spreadsheets, Excel, mail, Microsoft Office Suite, office, PowerPoint, network, Paralegal, phone system, POS, proposals, quality, radio, receptionist, Researching, sales, scanner, Scheduling, phones, typing, Westlaw

"
31605080,AVIATION,"Position: Geek Squad Agent
Company: Company Name
Summary: Provided technical support in person and over the phone. Performed hardware and software installation and repair. Refurbished and setup PCs and peripheral devices.

Position: Shipping & Receiving Associate
Company: Company Name
Summary: Performed shipping and receiving of product. Assisted with inventory management. General logistics and warehouse duties.

Position: Assembler/Shipping & Receiving Associate
Company: Company Name
Summary: Assembled and tested tanks according to specifications. Maintained inventory of tools and supplies. Performed shipping and receiving duties.

Position: Aviation Electrician
Company: Company Name
Summary: Performed troubleshooting and maintenance of aircraft. Performed ground handling and marshalling of aircraft. Performed daily safe for flight inspections.

","Institution: Purdue University
Area of Study: Computer & Information Technology
Degree: B.S
Start Date: 2014
End Date: 

","Skill: Technical Support
Keywords: Active Directory, Hardware, Customer Service, Inventory Management, Logistics, Mac, Windows, Problem Solving, Receiving, Research, Shipping, Software Installation, Technical Support, User Training, Phone, Troubleshooting

"
32720816,AVIATION,"Position: Aviation Parts Salesman
Company: Company Name
Summary: Responsible for sales and customer service, providing information....

Position: Package/Front Counter Attendant
Company: Company Name
Summary: Performed standing, walking, bending, stooping,...

Position: Lead Autonomous Ground Vehicle Installer
Company: Company Name
Summary: Lifted and moved heavy boxes containing Pronto 4 autonomous vehicle..

","Institution: Embry Riddle Aeronautical University
Area of Study: Professional Aeronautics Management and Aviation Safety
Degree: Bachelor's Degree
Start Date: Not Provided
End Date: 2014

Institution: Silver Valley High School
Area of Study: 
Degree: High School
Start Date: Not Known
End Date: 2009

Institution: Embry Riddle Aeronautical University
Area of Study: Professional Aeronautics Management, Safety, Aeronautical Science, and Information Systems
Degree: Associate's Degree
Start Date: Not Provided
End Date: 2012

","Skill: Varied
Level: Proficient
Keywords: cash handling, customer service, databases, driving, email, inventory, materials, Navy, next, packaging, payroll, pricing, quality control, Safety, sales, scheduling, shipping, Supervisor, tables, phone

"
33627938,AVIATION,"Position: Personnel Security Specialist
Company: Company Name
Summary: Experience Details
Highlights: highlight1, highlight2

Position: Security Specialist
Company: Company Name
Summary: Experience Details
Highlights: highlight1, highlight2

Position: Assistant Command Security Manager/ Aviation Ordnanceman
Company: Company Name
Summary: Experience Details
Highlights: highlight1, highlight2

","Institution: Concordia University
Area of Study: Curriculum and Instruction
Degree: Masters
Start Date: 
End Date: 2015

Institution: ECPI University
Area of Study: Criminal Justice
Degree: Bachelor of Science
Start Date: 
End Date: 2013

","Skill: Joint Personnel
Keywords: Adjudication System, Microsoft Office, e-QIP, JPAS

"
34419403,AVIATION,"Position: Concierge/Doorman
Company: Company Name
Summary: 
Highlights: Provided professional and consistent concierge service to residents, visitors and contractors, Respond to email communications, answer inquiries and offer suggestions, Efficiently handle large call volume inquiries from tenants/guests, Assist with administrative duties such as light copying & fax requests and other requests as needed, Provide updated information for local restaurants, special events, transportation etc, Monitor lobby traffic and alerting residents of deliveries and arriving guests, Provide all other job duties as requested by administrative/management staff, Record and deliver messages to residents, management, leasing, and relieving concierge, Provide guests with information on valet and housekeeping services and ensure that additional housekeeping requests are fulfilled, Activate or deactivate remotes or keys for guests checking in and checking out

Position: Aviation Ordnanceman
Company: Company Name
Summary: 
Highlights: Handle and service weapons and ammunition carried on Navy aircraft, Inspecting, maintaining and repairing the aircraft's mechanical and electrical armament/ordnance systems, Stow, assemble and load aviation ammunition that may include anything from aerial mines and torpedoes to missiles and rockets, Service bomb, missile and rocket releasing and launching devices, and service aircraft guns, Assemble and test air-launched guided missiles, and supervise the operation of aviation ordnance shops, armories and stowage facilities

Position: Office Assistant
Company: Company Name
Summary: 
Highlights: Perform receptionist duties when needed, Maintain trusting relationships with suppliers, customers and colleagues, Sort and distribute mail in a timely manner, Resolve office-related malfunctions and respond to requests or issues, Create and update records ensuring accuracy and validity of information

","Institution: Jacqueline Kennedy Onassis
Area of Study: International Business
Degree: High School Diploma
Start Date: 1999-09
End Date: 

","Skill: Administrative Skills
Keywords: administrative, administrative duties, copying, Customer Service, email, special events, fax, Inspecting, mechanical, medical emergencies, mail, office, weapons, Navy, Quick, receptionist, repairing, transportation, typist

"
36252245,AVIATION,"Position: Aviation Supply Specialist
Company: Aviation Supply Specialists Company
Summary: Supervised highly technical functions in all areas of aviation supply management...

Position: Hazardous Material and Handling
Company: Hazardous Material and Handling Company
Summary: Extensive hazardous materials compliance management experience...

Position: Ammunition Stock and Control Manager
Company: 
Summary: Supervised the receipt, storage, issue, and preparation of ammunition components and explosives...

","Institution: Hudson High School
Area of Study: High School
Degree: Diploma
Start Date: 
End Date: 1992

Institution: Park University
Area of Study: 
Degree: 
Start Date: 
End Date: 

Institution: University of Maryland University College
Area of Study: 
Degree: 
Start Date: 
End Date: 

","Skill: Aviation Supply Management
Keywords: Accounting, ADR, Army, ADX, Budgeting, Oral Communication, Data entry, Documentation, Financial, Government, Inventory, Materials, Office, ESS, Monitors, Natural, Enterprise, Organizational, Processes, Purchasing Research, Safety, Sound, Stock Control, Unique, written, SalesSoftware, Salesforce.com, TapScan, Public Relations Software, Bacon's Mediasource, Factiva, Desktop Publishing Software, Photoshop, Illustrator, HTML

"
36727173,AVIATION,"Position: Aviation Supply Specialist
Company: Company Name
Summary: Supervise, lead, or perform highly technical functions in the areas of aviation unique applications of managing, regulating, coordinating, or otherwise exercising control over supplies, equipment, or other material. The work includes numerous phases of automated material management including initial planning, provisioning and requirements determination, acquisition and distribution, accountability, and ultimate issue for consumption, retention or disposal.
Highlights: Managed over $300 million of personal and command equipment with no deficiencies loses or damages, Maintained 100% accountability of a large section of equipment worth over $500 million during multiple overseas deployments, Received 100% mission capable grade for the Commanding General's Functional Area Inspection, Supervised, managed and pulled 2500 line items for forward operating support with zero discrepancies and 100% validity

","Institution: Marine Corps Institute
Area of Study: BASIC LEADERSHIP AND MILITARY STUDIES
Degree: Certificate of Completion
Start Date: 2013-01-01
End Date: 2013-12-31

Institution: Marine Corps Institute
Area of Study: Military Leadership
Degree: Certificate of Completion
Start Date: 2006-01-01
End Date: 2006-12-31

Institution: Marine Corps Institute
Area of Study: NAVAL AVIATION SURVIVAL TRAINING
Degree: Select One
Start Date: 2006-01-01
End Date: 2006-12-31

Institution: Monroe Senior High
Area of Study: K1-12
Degree: High School Diploma
Start Date: 2000-01-01
End Date: 2001-12-31

","Skill: Inventory Specialist

Skill: Leader

Skill: Communication

Skill: Organization

Skill: Computer

"
37473139,AVIATION,"Position: Storekeeper II
Company: Company Name
Summary: Managed inventory, provided customer service to Departmental and Fleet Maintenance Personnel, and acted as a trainer for Forklift Operator Safety. Also involved in shipping procedures.
Highlights: Utilized PeopleSoft for procurement and receiving shipments, Processed work orders and fill Fleet Purchase Requisitions, Conducted inventory cycle counts and coordinated stocks

Position: Warehouse Floor Supervisor
Company: Company Name
Summary: Responsibilities included: Interviewing prospective employees, providing daily instructions to warehouse personnel and dispatching drivers, conducting routine cycle counts, verifying incoming shipments, and maintaining inventory and quality control procedures.

Position: Aviation Structural Mechanic
Company: Company Name
Summary: Worked as an aircraft hydraulic and structural systems mechanic as a member of Naval Aircraft Squadron VS-38.

","Institution: Grand Canyon University
Area of Study: Business Management Administration
Degree: Bachelor's Degree
Start Date: 
End Date: 

Institution: National Education Center
Area of Study: 
Degree: Associate Degree
Start Date: 
End Date: 

Institution: Naval Aviation A School
Area of Study: 
Degree: Graduate Course
Start Date: 
End Date: 

","Skill: Inventory Management
Level: Advanced

Skill: Procurement
Level: Advanced

Skill: Purchasing
Level: Advanced

Skill: Customer Service
Level: Advanced

Skill: Autocad
Level: Proficient

Skill: PeopleSoft
Level: Proficient

Skill: Microsoft Office
Level: Proficient
Keywords: Excel, Word, PowerPoint

Skill: Forklift Operation
Level: Certified Trainer

"
38047274,AVIATION,"Position: Planner/Scheduler
Company: Company Name
Summary: Determined schedules, sequences, and assignments for work activities, based on work priority, quantity of equipment, and skill of personnel. Monitored employees' work levels and review work performance.
Highlights: Achieved Sailor of the year for NAS Oceana Virginia Beach, Va 1999, Achieved 4 Naval Achievement Medals, Advanced from Field work for Chevron Coalinga to Maintenance Planner in under 1 year.

Position: Maintenance Head operator
Company: Company Name
Summary: Used tools ranging from common hand and power tools, such as hammers, hoists, saws, drills, and wrenches, to precision measuring instruments and electrical and electronic testing devices.

Position: Aviation Machinist Mechanic
Company: Company Name
Summary: Implemented airfield safety procedures to ensure a safe operating environment for personnel and aircraft operation. Monitored the arrival, parking, refueling, loading, and departure of all aircraft.

","Institution: SOUTH ALBANY HIGH SCHOOL
Area of Study: Not specified
Degree: High School Diploma
Start Date: Not specified
End Date: 1989-06-01

Institution: Westhills College
Area of Study: Certified Nurse Assistant
Degree: Technical Training
Start Date: Not specified
End Date: Not specified

","Skill: Certified Nurse Assistant
Level: Certified

Skill: Green Belt for Lean Sigma
Level: Certified

Skill: Health Care provider CPR qualified
Level: Qualified

"
38154903,AVIATION,"Position: Lead Aerospace Assembler
Company: Company Name
Summary: Trained and led a team of six assemblers to quickly and efficiently build landing gear beams. Ensured all equipment was properly installed and working correctly. Planned work and determined appropriate tools and equipment needed for the workday. Processed work orders and prioritized jobs. Communicated with prior shift to assess work needs for the day.

Position: Aviation Electronics Technician
Company: Company Name
Summary: Adjust, repair, or replace malfunctioning components on assemblies or circuit boards by using hand tools or soldering irons. Test and troubleshoot instruments, components and assemblies, using multimeters. Connect components to assemblies such as transformers, relays, switches, in-flight refueling systems, etc. Read and interpret maintenance manuals, technical publications, and engineering diagrams to determine the feasibility and method of repairing defective components. Keep records of maintenance and repair work. Coordinate work with engineers, technicians and other aircraft maintenance personnel. Inspect completed work to certify that maintenance meets standards and that aircraft are ready for operation.

","Institution: College of the Canyons
Area of Study: Administration of Justice
Degree: 
Start Date: 
End Date: 2018-01-01

Institution: Naval Fleet Training Center
Area of Study: Micro-miniature Electronics Repair
Degree: Certificate
Start Date: 2012-01-01
End Date: 

Institution: Center for Surface Combat Systems
Area of Study: Miniature Electronics Repair
Degree: Certificate
Start Date: 2011-01-01
End Date: 

Institution: Naval Air Technical Training Center
Area of Study: Aviation Electrician's Mate Strand
Degree: Certificate
Start Date: 2011-01-01
End Date: 

Institution: Diamond Ranch High School
Area of Study: 
Degree: High School Diploma
Start Date: 
End Date: 2010-01-01

","Skill: Critical Thinking

Skill: Decision Making

Skill: Hand/Power Tools

Skill: Thoroughly Inspect Work

Skill: Problem Solving

Skill: Time Management

Skill: Troubleshooting

"
38355831,AVIATION,"Position: Aviation Technician
Company: Company Name
Summary: Perform aircraft maintenance, preventative maintenance, repairs, and alterations. Research schedule inspections, and parts on BK117-C2, Bell 206, Bell 407, Bell 430, and Pilatus PC-12. Base mechanic and single mechanic on BK117-C2 at the main receiving facility
Highlights: Dedicated worker, Thorough troubleshooting, Driven individual, Problem solving, Works well in group situations, Knowledge of aircraft systems is in high regard, Willing and able to lead or train others, Caring individual

","Institution: Turbomeca training center
Area of Study: Turbomeca Arriel 1 Line 1 and 2 maintenance
Degree: Course
Start Date: 2013
End Date: 

Institution: American Eurocopter training center
Area of Study: Model EC145 (BK117 C2) Airframe Field Maintenance
Degree: Course
Start Date: 2012
End Date: 

Institution: Bell Helicopter Training Academy
Area of Study: Bell model 407 Electrical Maintenance Training
Degree: Course
Start Date: 2011
End Date: 

Institution: Rolls-Royce
Area of Study: Rolls-Royce model 250 series IV FADEC training
Degree: Training
Start Date: 2010
End Date: 

Institution: Grey Owl aviation consultants
Area of Study: Human factors in maintenance
Degree: Course
Start Date: 2010
End Date: 

Institution: Bell Helicopter Training Academy
Area of Study: Bell model 407 Field Maintenance Training Course
Degree: Course
Start Date: 2007
End Date: 

Institution: Skywest Airlines
Area of Study: Advanced systems training on all models of aircraft
Degree: Training
Start Date: 2006
End Date: 

Institution: Salt Lake Community College
Area of Study: Aviation Technology
Degree: Associate of Science
Start Date: 
End Date: 2007

Institution: Barber Brothers Mitsubishi
Area of Study: Automotive training
Degree: Training
Start Date: 2003
End Date: 
Courses: Mitsubishi MUT II scan tool training, MUT III scan tool training, Mitsubishi New Model training, Mitsubishi MEDIC scan tool Training

Institution: Woods Cross High School
Area of Study: General studies
Degree: High School Diploma
Start Date: 
End Date: 2003

","Skill: Aviation systems troubleshooting

Skill: Electrical troubleshooting

Skill: Computer and IT systems repair

Skill: Automotive diagnosis and repair

"
38663892,AVIATION,"Position: Management and Program Analysis
Company: Company Name
Summary: Maintain detailed record of budgetary transaction for annual operation of the SAO(State Aviation Office) budget
Highlights: Managed accounting operations, accounting close, account reporting and reconciliations.

Position: Budget technician
Company: 
Summary: Analyzes funding for Oklahoma National Guard Aviation Flying Hour Program
Highlights: Reviews, evaluates and analyzes obligations and expenditures.

Position: Budget assistant
Company: Company Name
Summary: Objective as a Budget assistant was developing procedures and administrative processes concerning the preparation and execution of the Oklahoma National Guard Mobilization and Training budgets
Highlights: Monitoring budget account balances, Monitor outstanding obligations, validate obligations.

","Institution: University of phoenix
Area of Study: Human Services
Degree: Bachelor
Start Date: 
End Date: 2010-01-01

Institution: GFEBS (SAP) Courses
Area of Study: Aviation Operation Specialist
Degree: 
Start Date: 
End Date: 2013-06-01

","Skill: analytical reasoning
Level: Superior
Keywords: accounting, administrative duties, budgeting, cost analysis, Microsoft office, excel, statistics

"
38989376,AVIATION,"Position: AFSCME Union President
Company: Company Name
Summary: Highly involved in the oversight and operations of Local 2534's Union office. Prepare and conduct training to other Locals. Vice President on AFSCME District Council 90's board.
Highlights: Became the vice president of AFSCME District Council 90 eboard, Developed more efficient filing system and grievance database protocols, Planned and executed trainings/meetings, lunches and special events for groups of 10 to 100+ employees, Developed and implemented first union president manual outlining all proper business procedures and office policies

Position: Licensing Coordinator
Company: Company Name
Summary: Provided operational support to the Section Aviation Manager. Planned, directed, coordinated and controlled all aspects of public or private airports/heliports ensuring they complied with state regulations.

Position: Grants Assistant
Company: Company Name
Summary: Supported the Policy and Planning Division with accounting and administrative duties within the grants and revolving loan program.

Position: Clerk
Company: Company Name
Summary: Assisted with day to day operations for the operations of Department of Transportation's Riverside Office Center mailroom. Coordinated different types of mailing machines in ensure proper distribution.

","Institution: Penn State Leadership Institute
Area of Study: Labor Studies
Degree: Graduate
Start Date: 2005
End Date: 2005

Institution: Thompson Institute Computer
Area of Study: Computer Science
Degree: Graduate
Start Date: 2001
End Date: 2001

Institution: Harrisburg High School
Area of Study: 
Degree: Graduate
Start Date: 1974
End Date: 1974

","Skill: Skill Set
Keywords: Accounting, Accounts Payable, Administrative Skills, Arbitration, Cash Flow Management, Conferences, Council Management, Customer Service, Directing, Financial Management, Grants, Instructor, Inventory Management, Leadership, Law Knowledge, Machine Operation, Meetings Organization, Access, Excel, Mail Management, Microsoft Office, Office Management, Outlook, Powerpoint, Word, Policies Development, Project Management, Public Speaking, Quality Control, Safety Procedures, Scheduling, Secretarial Skills, Spreadsheets, Supervisor Skills, Team Player, Technical Assistance, Transportation Knowledge

"
42427521,AVIATION,"Position: Program Manager
Company: Company Name
Summary: Maintain accountability on aviation, health and safety budget for different divisions. Sustain constant program schedules and status to provide accurate information to State Aviation Officer and Chief of Staff. Established rules, regulations and controls to ensure complete accuracy in program execution. Compiled various data for reports and presentations and utilized various programs for procedural research.
Highlights: Executed between 99.9-100% every fiscal year with over $3.5M, 3 Airframes and 17 aircraft

Position: Quality Assurance/Technical Inspector
Company: Company Name
Summary: Maintains all files and records for a variety of aircraft. Coordinates with multiple personnel and manages maintenance, installation and repairs of secret level equipment. Ensures that all systems and equipment are reliable and parts are available if needed.
Highlights: Excelled in an E-7 position as an E-4 for an 18 month deployment to Iraq, Received numerous medals

","Institution: Malcolm High School
Area of Study: 
Degree: High School
Start Date: 
End Date: 1997-05

Institution: Embry-Riddle Aeronautical University
Area of Study: Aeronautical Engineering
Degree: Bachelor's and MBA
Start Date: 
End Date: 

","Skill: Office Skills
Level: Advanced
Keywords: Microsoft Office (Word, Access, Excel, Outlook, Powerpoint)

Skill: Other Skills
Level: Intermediate
Keywords: GFEBS, Windows XP Professional, CPR/Combat Lifesaver, Inventory Management, FCC License, Test Equipment handling, Troubleshooting

Skill: Programming Skills
Keywords: C++

"
